Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S58529246,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,6,NZ-MWT,Manawatu District,"Kowhai Park, Feilding NZ-Manawatu-Wanganui (-40.2297,175.5588)",-40.229676,175.558756,2019-07-29,10:47 AM,eBird - Stationary Count,11,1,,,1
S58013461,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,4,NZ-MWT,Manawatu District,"Mersey Street, Rongotea NZ-Manawatu-Wanganui (-40.2928,175.4254)",-40.292751,175.425385,2019-07-08,12:43 PM,eBird - Stationary Count,5,1,,,1
S58754783,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,2,NZ-MWT,Manawatu District,"Timona Park, Feilding NZ-Manawatu-Wanganui (-40.2222,175.5836)",-40.22219,175.583646,2019-08-05,04:05 PM,eBird - Stationary Count,3,1,,,1
S58150328,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,8,NZ-MWT,Rangitikei District,"6 Beamish Road, Santoft NZ-Manawatu-Wanganui (-40.1433,175.2317)",-40.143273,175.231706,2019-07-13,12:09 PM,eBird - Stationary Count,15,1,,,2
S58150328,African Collared-Dove (Barbary Dove),Streptopelia roseogrisea,1971,2,NZ-MWT,Rangitikei District,"6 Beamish Road, Santoft NZ-Manawatu-Wanganui (-40.1433,175.2317)",-40.143273,175.231706,2019-07-13,12:09 PM,eBird - Stationary Count,15,1,,,2
S58702684,New Zealand Pigeon,Hemiphaga novaeseelandiae,2757,1,NZ-MWT,Horowhenua District,"203 Mangahao Road, Shannon NZ-Manawatu-Wanganui",-40.566163,175.442481,2019-08-03,02:40 PM,eBird - Stationary Count,12,1,,,2
S58507400,New Zealand Pigeon,Hemiphaga novaeseelandiae,2757,2,NZ-MWT,Manawatu District,"39 Waituna Tapuae Road, Waituna West NZ-Manawatu-Wanganui (-40.0407,175.6425)",-40.040745,175.642491,2019-07-28,09:56 AM,eBird - Stationary Count,20,1,,,2
S58349093,New Zealand Pigeon,Hemiphaga novaeseelandiae,2757,1,NZ-MWT,Manawatu District,"Apiti Road, Kimbolton NZ-Manawatu-Wanganui (-40.0251,175.8069)",-40.025092,175.806895,2019-07-21,12:50 PM,eBird - Stationary Count,11,1,,,2
S58150308,New Zealand Pigeon,Hemiphaga novaeseelandiae,2757,1,NZ-MWT,Manawatu District,"Kitchener Park, Feilding NZ-Manawatu-Wanganui (-40.2462,175.5397)",-40.246205,175.539745,2019-07-07,10:26 AM,eBird - Casual Observation,,0,,,2
S58476227,New Zealand Pigeon,Hemiphaga novaeseelandiae,2757,1,NZ-MWT,Manawatu District,"Mt Lee's Reserve Entrance, 93–189 Ngaio Road, Halcombe NZ-Manawatu-Wanganui",-40.187827,175.453131,2019-07-27,09:15 AM,eBird - Stationary Count,11,1,,,2
S58349094,New Zealand Pigeon,Hemiphaga novaeseelandiae,2757,1,NZ-MWT,Manawatu District,"Oroua Valley Road, Kimbolton NZ-Manawatu-Wanganui",-40.028343,175.832676,2019-07-21,12:18 PM,eBird - Stationary Count,20,1,,,2
S58507403,New Zealand Pigeon,Hemiphaga novaeseelandiae,2757,2,NZ-MWT,Manawatu District,"Overlooking Bush Remnant, 187 Waituna Tapuae Road, Waituna West NZ-Manawatu-Wanganui",-40.030343,175.66192,2019-07-28,10:26 AM,eBird - Stationary Count,14,1,,,2
S58896701,New Zealand Pigeon,Hemiphaga novaeseelandiae,2757,2,NZ-MWT,Palmerston North City,"155–375 Forest Hill Road, Aokautere NZ-Manawatu-Wanganui (-40.3639,175.7221)",-40.363886,175.72209,2019-08-11,10:03 AM,eBird - Stationary Count,22,1,,,2,,,Slash on side of scrubby gully.
S58699016,New Zealand Pigeon,Hemiphaga novaeseelandiae,2757,1,NZ-MWT,Rangitikei District,"77 Porewa Road, Marton NZ-Manawatu-Wanganui",-40.027859,175.47597,2019-08-03,10:25 AM,eBird - Stationary Count,14,1,,,2
S58454175,Shining Cuckoo,Chrysococcyx lucidus,3211,0,NZ-MWT,Manawatu District,"Kitchener Park, Feilding NZ-Manawatu-Wanganui (-40.2460,175.5398)",-40.245981,175.539817,2019-07-26,03:34 PM,eBird - Stationary Count,41,1,,,1
S58702677,Pukeko,Porphyrio melanotus,5333,5,NZ-MWT,Horowhenua District,"Oakland Lane, Shannon NZ-Manawatu-Wanganui",-40.564578,175.388756,2019-08-03,04:14 PM,eBird - Stationary Count,10,1,,,2
S58431124,Pukeko,Porphyrio melanotus,5333,4,NZ-MWT,Manawatu District,"1090 Longburn Rongotea Road, Rongotea NZ-Manawatu-Wanganui (-40.3129,175.4909)",-40.312937,175.490877,2019-07-25,02:45 PM,eBird - Stationary Count,10,1,,,1
